country,year,donors,pop,pop.dens,gdp,gdp.lag,health,health.lag,pubhealth,roads,cerebvas,assault,external,txp.pop,world,opt,consent.law,consent.practice,consistent,ccode
Spain,NA,NA,NA,NA,NA,21592,1725,1646,NA,NA,NA,NA,NA,NA,NA,Out,Presumed,Informed,No,Spa
Sweden,NA,NA,8559,1.902169082,18660,17915,1566,1497,7.5,99.07699498,669,12,468,0.701016474,SocDem,Out,Presumed,Informed,No,Swe
Sweden,1991,16.4,8617,1.915059116,19000,18660,1552,1566,7.2,89.59034467,670,14,454,0.696298016,SocDem,Out,Presumed,Informed,No,Swe
Sweden,1992,14.9,8668,1.926393457,19116,19000,1594,1552,7.3,85.94831564,648,13,419,0.6922012,SocDem,Out,Presumed,Informed,No,Swe
Sweden,1993,15.2,8719,1.937727798,19063,19116,1637,1594,7.5,87.05126735,632,12,407,0.688152311,SocDem,Out,Presumed,Informed,No,Swe
Sweden,1994,12.8,8781,1.951506801,20132,19063,1648,1637,7.1,71.97357932,605,12,421,0.683293475,SocDem,Out,Presumed,Informed,No,Swe
Sweden,1995,13,8827,1.961729932,21290,20132,1733,1648,7.1,66.72708735,587,10,379,0.679732638,SocDem,Out,Presumed,Informed,No,Swe
Sweden,1996,11.9,8841,1.964841319,22029,21290,1845,1733,7.3,64.69856351,585,12,363,0.678656261,SocDem,Out,Presumed,Informed,No,Swe
Sweden,1997,12.6,8846,1.965952529,22756,22029,1870,1845,7.1,60.70540357,591,10,366,0.678272666,SocDem,Out,Presumed,Informed,No,Swe
Sweden,1998,14.6,8851,1.967063739,23525,22756,1961,1870,7.2,61.12303694,588,11,368,0.677889504,SocDem,Out,Presumed,Informed,No,Swe
Sweden,1999,12.1,8858,1.968619433,25099,23525,2119,1961,7.2,59.9458117,571,12,355,0.677353804,SocDem,Out,Presumed,Informed,No,Swe
Sweden,2000,10.9,8872,1.971730821,26574,25099,2243,2119,7.2,65.374211,555,10,352,0.676284941,SocDem,Out,Presumed,Informed,No,Swe
Sweden,2001,12.1,8896,1.977064628,26902,26574,2370,2243,7.5,65.53507194,531,9,382,0.674460432,SocDem,Out,Presumed,Informed,No,Swe
Sweden,2002,11,8925,1.983509645,27255,26902,2517,2370,7.9,62.74509804,507,8,412,0.672268908,SocDem,Out,Presumed,Informed,No,Swe
Sweden,NA,NA,NA,NA,NA,27255,2664,2517,NA,NA,NA,NA,NA,NA,SocDem,Out,Presumed,Informed,No,Swe
Switzerland,NA,NA,6712,16.255752,24648,23009,2040,1915,4.3,142.1334923,545,13,638,1.042908224,Corporatist,NA,Presumed,Informed,No,Swiz
Switzerland,1991,15.6,6797,16.46161298,24879,24648,2220,2040,4.7,126.5264087,507,13,637,1.029866117,Corporatist,NA,Presumed,Informed,No,Swiz
Switzerland,1992,14.8,6875,16.65052071,25135,24879,2345,2220,5,121.3090909,492,14,605,1.018181818,Corporatist,NA,Presumed,Informed,No,Swiz
Switzerland,1993,16.6,6938,16.80310002,25316,25135,2384,2345,5.1,104.2087057,477,16,558,1.008936293,Corporatist,NA,Presumed,Informed,No,Swiz
Switzerland,1994,15.9,6994,16.93872608,25901,25316,2457,2384,5.1,97.08321418,466,13,562,1.000857878,Corporatist,NA,Presumed,Informed,No,Swiz
Switzerland,1995,13,7041,17.0525551,26304,25901,2555,2457,5.2,98.28149411,441,10,443,0.994176963,Corporatist,NA,Presumed,Informed,No,Swiz
Switzerland,1996,12.57,7072,17.12763381,26180,26304,2654,2555,5.5,87.1040724,414,11,417,0.989819005,Corporatist,NA,Presumed,Informed,No,Swiz
Switzerland,1997,14.28,7089,17.16880601,27675,26180,2812,2654,5.6,82.80434476,412,14,407,0.987445338,Corporatist,NA,Presumed,Informed,No,Swiz
Switzerland,1998,15.43,7110,17.21966578,28733,27675,2967,2812,5.7,83.96624473,390,8,400,0.984528833,Corporatist,NA,Presumed,Informed,No,Swiz
Switzerland,1999,14.42,7144,17.30201017,28562,28733,2985,2967,5.8,81.60694289,381,10,387,0.979843225,Corporatist,NA,Presumed,Informed,No,Swiz
Switzerland,2000,14,7184,17.39888593,29837,28562,3111,2985,5.8,82.40534521,354,8,409,0.974387528,Corporatist,NA,Presumed,Informed,No,Swiz
Switzerland,2001,13.19,7233,17.51755873,30134,29837,3288,3111,6.2,75.21083921,327,6,431,0.967786534,Corporatist,NA,Presumed,Informed,No,Swiz
Switzerland,2002,10.4,7290,17.65560668,30725,30134,3445,3288,6.5,70.37037037,300,4,453,0.960219479,Corporatist,NA,Presumed,Informed,No,Swiz
Switzerland,NA,NA,NA,NA,NA,30725,3602,3446,NA,NA,NA,NA,NA,NA,Corporatist,NA,Presumed,Informed,No,Swiz
United Kingdom,NA,NA,57238,23.56345972,16228,15804,977,940,5,94.37786086,858,7,326,0.716307348,Liberal,In,Informed,Informed,Yes,UK
United Kingdom,1991,14.2,57439,23.64620641,16729,16228,1079,977,5.4,82.74865509,860,7,311,0.713800728,Liberal,In,Informed,Informed,Yes,UK
United Kingdom,1992,14.4,57582,23.70507595,17110,16729,1184,1079,5.8,76.04807058,818,9,298,0.712028064,Liberal,In,Informed,Informed,Yes,UK
United Kingdom,1993,13.9,57711,23.75818204,17952,17110,1246,1184,5.9,68.56578469,759,12,288,0.710436485,Liberal,In,Informed,Informed,Yes,UK
United Kingdom,1994,14.2,57855,23.81746326,18994,17952,1331,1246,5.9,65.80243713,721,10,283,0.708668222,Liberal,In,Informed,Informed,Yes,UK
United Kingdom,1995,14.4,58005,23.87921452,19998,18994,1393,1331,5.8,64.90819757,718,10,279,0.706835618,Liberal,In,Informed,Informed,Yes,UK
United Kingdom,1996,13.6,58139,23.93437899,20839,19998,1461,1393,5.8,64.50059341,698,9,279,0.705206488,Liberal,In,Informed,Informed,Yes,UK
United Kingdom,1997,13.4,58283,23.9936602,22442,20839,1535,1461,5.5,64.22112794,671,7,279,0.703464132,Liberal,In,Informed,Informed,Yes,UK
United Kingdom,1998,12.3,58440,24.0582932,23343,22442,1607,1535,5.5,61.27652293,660,7,274,0.701574264,Liberal,In,Informed,Informed,Yes,UK
United Kingdom,1999,12.1,58635,24.13856984,24086,23343,1725,1607,5.8,58.37810182,640,8,277,0.699241068,Liberal,In,Informed,Informed,Yes,UK
United Kingdom,2000,13.2,58817,24.21349471,25271,24086,1839,1725,5.9,60.86675621,620,9,280,0.697077376,Liberal,In,Informed,Informed,Yes,UK
United Kingdom,2001,13.2,59051,24.30982668,26720,25271,2012,1839,6.2,60.93038221,600,10,283,0.694315084,Liberal,In,Informed,Informed,Yes,UK
United Kingdom,2002,13,59232,24.38433988,27959,26720,2160,2012,6.4,60.45718531,580,11,286,0.692193409,Liberal,In,Informed,Informed,Yes,UK
United Kingdom,NA,NA,NA,NA,NA,27959,2308,2160,NA,NA,NA,NA,NA,NA,Liberal,In,Informed,Informed,Yes,UK
United States,NA,NA,249623,2.592384119,23038,22039,2738,2475,4.7,178.6654275,474,97,576,1.097655264,Liberal,In,Informed,Informed,Yes,USA
United States,1991,17.89,252981,2.627257612,23443,23038,2957,2738,5.2,164.075563,457,103,565,1.083085291,Liberal,In,Informed,Informed,Yes,USA
United States,1992,17.62,256514,2.663948514,24411,23443,3165,2957,5.5,153.0130909,447,99,545,1.068167819,Liberal,In,Informed,Informed,Yes,USA
United States,1993,18.7,259919,2.699310111,25327,24411,3357,3165,5.7,154.4712006,454,101,559,1.05417457,Liberal,In,Informed,Informed,Yes,USA
United States,1994,19.38,263126,2.732615439,26578,25327,3500,3357,5.9,154.7395544,453,96,553,1.041326209,Liberal,In,Informed,Informed,Yes,USA
United States,1995,20.14,266278,2.765349581,27559,26578,3655,3500,6,157.0426396,457,88,546,1.028999767,Liberal,In,Informed,Informed,Yes,USA
United States,1996,20.1,269394,2.797709856,28772,27559,3792,3655,6,156.146759,452,80,535,1.017097634,Liberal,In,Informed,Informed,Yes,USA
United States,1997,20.09,272647,2.831492903,30283,28772,3939,3792,5.9,154.0930214,443,75,526,1.004962461,Liberal,In,Informed,Informed,Yes,USA
United States,1998,21,275854,2.864798231,31612,30283,4096,3939,5.8,150.4455255,428,68,519,0.993279053,Liberal,In,Informed,Informed,Yes,USA
United States,1999,20.87,279040,2.89788547,33016,31612,4298,4096,5.8,149.5018635,440,64,514,0.981938073,Liberal,In,Informed,Informed,Yes,USA
United States,2000,21.21,282224,2.930951938,34590,33016,4538,4298,5.8,148.6230795,432,61,499,0.970860026,Liberal,In,Informed,Informed,Yes,USA
United States,2001,21.31,285318,2.963083739,35118,34590,4869,4538,6.2,147.891125,424,58,484,0.96033198,Liberal,In,Informed,Informed,Yes,USA
United States,2002,21.47,288369,2.994768976,36006,35118,5267,4869,6.6,148.4729635,416,55,469,0.950171482,Liberal,In,Informed,Informed,Yes,USA
United States,NA,NA,NA,NA,NA,36006,5665,5267,NA,NA,NA,NA,NA,NA,Liberal,In,Informed,Informed,Yes,USA
